DATAFLOW,LAST UPDATE,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Iceland,2020,7.3,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Iceland,2021,7.4,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Iceland,2022,5.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Iceland,2023,8.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Iceland,2024,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2014,38.5,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2015,36.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2016,35.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2017,29.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2018,27.2,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2019,25.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2020,27.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2021,24.2,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2022,22.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2023,19.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2024,18.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2014,15.2,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2015,13.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2016,12.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2017,10.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2018,9.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2019,8.6,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2020,19.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2021,14.7,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2022,7.9,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2023,9.6,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2024,13.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2014,19.1,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2015,13.4,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2016,16.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2017,11.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2018,12.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2019,15.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2020,20.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2024,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2014,18.5,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2015,14.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2016,13.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2017,14.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2018,12.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2019,9.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2020,12.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2021,12.5,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2022,12.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2023,10.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2024,10.5,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Montenegro,2014,,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Montenegro,2015,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Montenegro,2016,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Montenegro,2017,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Montenegro,2018,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Montenegro,2019,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Montenegro,2020,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,North Macedonia,2016,50.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,North Macedonia,2017,52.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,North Macedonia,2018,50.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,North Macedonia,2019,50.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,North Macedonia,2020,41.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2014,6.6,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2015,5.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2016,6.8,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2017,7.4,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2018,5.8,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2019,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2020,9.5,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2021,8.2,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2022,6.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2023,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2024,8.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2014,9.3,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2015,8.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2016,8.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2017,6.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2018,6.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2019,5.7,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2020,8.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2021,7.4,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2022,6.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2023,7.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2024,7.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2014,3.9,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2015,7.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2016,8.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2017,7.6,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2018,7.6,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2019,8.6,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2020,10.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2021,10.0,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2022,6.7,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2023,7.6,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2024,6.2,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2014,18.7,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2015,16.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2016,14.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2017,12.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2018,9.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2019,9.2,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2020,11.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2021,11.2,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2022,8.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2023,9.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2024,8.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2014,30.5,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2015,27.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2016,23.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2017,20.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2018,16.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2019,16.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2020,21.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2021,16.7,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2022,14.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2023,16.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2024,18.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2014,26.8,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2015,25.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2016,22.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2017,20.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2018,15.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2019,13.7,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2020,17.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2021,21.9,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2022,19.6,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2023,15.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2024,,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2014,40.0,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2015,35.2,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2016,30.0,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2017,26.0,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2018,26.2,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2019,20.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2020,19.2,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2021,19.6,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2022,16.2,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2023,22.0,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2024,16.3,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Sweden,2014,16.8,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Sweden,2015,15.0,,
